 เลขรหัสสถานศึกษา , จังหวัด , ขื่อโรงเรียน , ประเภทสถานศึกษา , ระดับชั้น , ประเภทวิชา , สาขาวิชา , ผู้สำเร็จการศึกษา , ติดตามได้ , ศึกษาต่อ , รองานหรือว่างงาน , ทำงานรัฐวิสาหกิจ , ทำงานราชการ , ทำงานเอกชน , อาชีพอิสระ , อื่น ๆ 
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,5,4,1,3,    ,    ,    ,    ,    
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,12,12,2,9,    ,    ,    ,    ,1
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,24,21,4,14,    ,    ,    ,3,    
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,23,19,    ,9,    ,    ,    ,    ,10
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,18,17,1,4,    ,    ,    ,12,    
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,5,5,    ,    ,    ,    ,2,1,2
1333056401,ศรีสะเกษ,วิทยาลัยการอาชีพขุขันธ์,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,6,6,    ,6,    ,    ,    ,    ,    
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,33,33,23,    ,    ,    ,5,4,1
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,13,13,11,1,    ,    ,1,    ,    
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,39,33,24,2,    ,    ,    ,6,1
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,27,15,12,2,    ,    ,    ,    ,1
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,36,36,22,5,    ,    ,1,4,4
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,15,14,14,    ,    ,    ,    ,    ,    
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,21,21,5,6,    ,    ,5,5,    
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,36,36,2,8,1,    ,24,1,    
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,18,18,2,7,    ,    ,    ,7,2
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องทำความเย็นและปรับอากาศ,28,27,1,12,    ,1,2,9,2
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคการผลิต,28,28,1,8,    ,    ,15,3,1
1333086401,ศรีสะเกษ,วิทยาลัยการอาชีพขุนหาญ,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,9,9,    ,4,    ,    ,3,2,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,11,11,4,1,    ,    ,2,4,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,14,14,7,    ,    ,    ,    ,7,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,13,13,9,    ,    ,    ,    ,4,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,10,10,7,1,    ,    ,    ,2,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,22,19,11,2,    ,1,1,4,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,6,6,4,1,    ,    ,    ,1,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,1,1,1,    ,    ,    ,    ,    ,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,13,13,2,1,    ,1,2,7,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,15,15,4,4,    ,    ,5,2,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,23,23,3,4,    ,3,12,1,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคการผลิต,2,2,    ,    ,    ,    ,    ,2,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,14,14,3,    ,    ,1,1,9,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,8,8,    ,    ,    ,    ,3,5,    
1333096601,ศรีสะเกษ,วิทยาลัยเทคนิคราษีไศล,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,5,5,    ,2,    ,    ,1,2,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,7,    ,    ,    ,    ,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,10,    ,    ,    ,    ,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,20,    ,    ,    ,    ,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,17,    ,    ,    ,0,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,20,    ,    ,    ,    ,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,21,    ,    ,    ,    ,    ,    ,    ,    
1333100014,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,7,    ,    ,    ,    ,    ,    ,    ,    
1333100015,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,7,7,3,1,    ,    ,1,2,    
1333100015,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,10,10,1,    ,    ,    ,2,7,    
1333100015,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษ,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,13,13,2,    ,    ,    ,2,9,    
1333100015,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษ,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,19,19,    ,    ,    ,    ,3,16,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,คหกรรม,อาหารและโภชนาการ,9,9,2,2,    ,    ,    ,3,2
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,16,16,14,    ,    ,    ,    ,2,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,19,19,8,3,    ,    ,    ,8,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,33,32,13,8,    ,    ,    ,10,1
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,18,18,9,3,    ,    ,    ,6,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,9,8,3,1,    ,    ,    ,4,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,26,26,    ,    ,    ,    ,14,12,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,8,8,1,    ,    ,1,4,2,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,17,16,    ,    ,    ,3,6,7,    
1333100021,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีศรีสะเกษ,เอกชน,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,7,7,    ,1,    ,1,1,2,2
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,36,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,72,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจการกีฬา,9,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,36,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,91,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,8,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,26,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,22,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,19,    ,    ,    ,    ,    ,    ,    ,    
1333100023,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพณิชยการราษีไศล,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,27,    ,    ,    ,    ,    ,    ,    ,    
1333100025,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาสัมมาสิกขาศีรษะอโศก,เอกชน,ปวช.,ศิลปกรรม,การถ่ายภาพและมัลติมีเดีย,2,    ,    ,    ,    ,    ,    ,    ,    
1333100025,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาสัมมาสิกขาศีรษะอโศก,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,3,    ,    ,    ,    ,    ,    ,    ,    
1333100025,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาสัมมาสิกขาศีรษะอโศก,เอกชน,ปวส.,เกษตรกรรม,พืชศาสตร์,4,    ,    ,    ,    ,    ,    ,    ,    
1333100025,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาสัมมาสิกขาศีรษะอโศก,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,3,    ,    ,    ,    ,    ,    ,    ,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,32,31,2,13,    ,    ,    ,16,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,33,30,    ,16,    ,    ,3,11,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,20,20,4,2,    ,    ,    ,14,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,78,78,3,23,    ,    ,    ,50,2
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,2,2,    ,    ,    ,    ,1,1,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,14,12,    ,6,    ,1,    ,5,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,7,7,    ,1,    ,    ,    ,6,    
1333100028,ศรีสะเกษ,วิทยาลัยเทคโนโลยีพาณิชยการปรางค์กู่,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,7,7,    ,    ,1,1,    ,5,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,29,29,15,    ,3,    ,1,10,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,43,43,33,1,3,    ,2,4,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,78,78,45,5,    ,    ,17,11,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,อุตสาหกรรม,โยธา,23,23,10,    ,    ,    ,3,10,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,44,44,10,2,    ,    ,16,16,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,145,131,35,8,    ,    ,17,71,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,42,42,16,    ,    ,    ,15,11,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,26,26,14,4,    ,    ,2,6,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,76,76,    ,15,1,1,22,36,1
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,19,19,1,    ,    ,1,14,2,1
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,36,36,3,4,    ,    ,13,16,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,อุตสาหกรรม,เทคโนโลยีโทรคมนาคม,29,27,    ,7,    ,    ,4,16,    
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,89,89,    ,6,1,1,14,64,3
1333100038,ศรีสะเกษ,วิทยาลัยอาชีวศึกษาจุลมณีอุทุมพรพิสัย,เอกชน,ปวส.,อุตสาหกรรม,ช่างก่อสร้าง,23,23,    ,    ,    ,8,5,10,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,10,10,7,3,    ,    ,    ,    ,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,11,11,5,1,    ,    ,1,4,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,8,8,1,2,    ,    ,    ,5,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,19,19,11,    ,    ,    ,    ,7,1
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,6,6,3,    ,    ,    ,1,2,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,5,5,    ,3,    ,    ,    ,2,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,6,6,    ,1,    ,    ,4,1,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,10,10,    ,1,    ,    ,3,4,2
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,19,19,    ,4,    ,3,6,6,    
1333100040,ศรีสะเกษ,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย ขุขันธ์,เอกชน,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,3,3,    ,    ,    ,    ,1,2,    
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,7,7,7,    ,    ,    ,    ,    ,    
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,15,14,11,    ,    ,    ,    ,3,    
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,17,17,10,1,    ,    ,    ,6,    
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจสถานพยาบาล,10,10,7,2,    ,    ,    ,    ,1
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,59,56,1,4,4,11,11,13,12
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,15,14,4,4,    ,    ,    ,3,3
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,23,21,1,5,    ,1,10,4,    
1333100043,ศรีสะเกษ,วิทยาลัยเทคโนโลยีศรีสะเกษบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจสถานพยาบาล,3,3,    ,2,    ,1,    ,    ,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,34,34,14,    ,    ,    ,5,15,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,35,35,15,9,    ,    ,9,2,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,อุตสาหกรรม,โยธา,28,28,17,2,    ,    ,    ,9,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,59,59,28,7,    ,    ,    ,23,1
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,36,36,13,2,    ,    ,    ,21,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,18,18,11,    ,    ,    ,3,4,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,10,10,    ,    ,    ,2,6,2,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,6,6,    ,    ,    ,    ,4,2,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวส.,อุตสาหกรรม,โยธา,5,5,    ,    ,    ,    ,    ,5,    
1333100050,ศรีสะเกษ,วิทยาลัยเทคโนโลยีหลวงปู่สรวงวัดไพรพัฒนา,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,15,15,    ,1,    ,    ,2,12,    
1334010240,อุบลราชธานี,วิทยาลัยอาชีวศึกษาการท่องเที่ยวและการโรงแรมอุบลราชธานี,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,70,    ,    ,    ,    ,    ,    ,    ,    
1334010240,อุบลราชธานี,วิทยาลัยอาชีวศึกษาการท่องเที่ยวและการโรงแรมอุบลราชธานี,เอกชน,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,75,    ,    ,    ,    ,    ,    ,    ,    
1334016101,อุบลราชธานี,วิทยาลัยเทคนิคอุบลราชธานี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีไฟฟ้า,13,12,    ,    ,    ,    ,12,    ,    
1334016101,อุบลราชธานี,วิทยาลัยเทคนิคอุบลราชธานี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีการผลิต,18,18,    ,    ,    ,    ,18,    ,    
1334016101,อุบลราชธานี,วิทยาลัยเทคนิคอุบลราชธานี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีคอมพิวเตอร์,10,10,    ,    ,5,1,3,1,    
